Border,Date,Measure,Value,Average
US-Mexico Border,03/01/2014 12:00:00 AM,Rail Containers Empty,37412,35118
US-Mexico Border,03/01/2014 12:00:00 AM,Buses,19868,13583
US-Mexico Border,03/01/2014 12:00:00 AM,Train Passengers,821,6902
US-Mexico Border,03/01/2014 12:00:00 AM,Train Passengers,821,6902
US-Mexico Border,03/01/2014 12:00:00 AM,Trains,820,1571
US-Mexico Border,03/01/2014 12:00:00 AM,Trains,820,1571
US-Mexico Border,03/01/2013 12:00:00 AM,Personal Vehicle Passengers,10246838,9197961
US-Mexico Border,03/01/2013 12:00:00 AM,Personal Vehicles,5545763,4303391
US-Mexico Border,03/01/2013 12:00:00 AM,Pedestrians,3631710,1889182
US-Mexico Border,03/01/2013 12:00:00 AM,Trucks,429118,444934
US-Mexico Border,03/01/2013 12:00:00 AM,Truck Containers Full,301659,307060
US-Mexico Border,03/01/2013 12:00:00 AM,Bus Passengers,280591,210014
US-Mexico Border,03/01/2013 12:00:00 AM,Truck Containers Empty,125227,111008
US-Mexico Border,03/01/2013 12:00:00 AM,Rail Containers Full,39194,64931
US-Mexico Border,03/01/2013 12:00:00 AM,Rail Containers Empty,32227,34900
US-Mexico Border,03/01/2013 12:00:00 AM,Buses,17877,13601
US-Mexico Border,03/01/2013 12:00:00 AM,Trains,771,1570
US-Mexico Border,03/01/2013 12:00:00 AM,Train Passengers,387,6886
US-Mexico Border,03/01/2012 12:00:00 AM,Personal Vehicle Passengers,9470678,9230287
US-Mexico Border,03/01/2012 12:00:00 AM,Personal Vehicles,5279998,4309462
US-Mexico Border,03/01/2012 12:00:00 AM,Pedestrians,3649248,1889979
US-Mexico Border,03/01/2012 12:00:00 AM,Trucks,458966,444508
US-Mexico Border,03/01/2012 12:00:00 AM,Truck Containers Full,319519,306549
US-Mexico Border,03/01/2012 12:00:00 AM,Bus Passengers,243669,210219
US-Mexico Border,03/01/2012 12:00:00 AM,Truck Containers Empty,136771,110837
US-Mexico Border,03/01/2012 12:00:00 AM,Rail Containers Empty,38912,34659
US-Mexico Border,03/01/2012 12:00:00 AM,Rail Containers Full,34728,64711
US-Mexico Border,03/01/2012 12:00:00 AM,Buses,17394,13623
US-Mexico Border,03/01/2012 12:00:00 AM,Trains,750,1570
US-Mexico Border,03/01/2012 12:00:00 AM,Train Passengers,312,6871
US-Mexico Border,03/01/2011 12:00:00 AM,Personal Vehicle Passengers,9269845,9269267
US-Mexico Border,03/01/2011 12:00:00 AM,Personal Vehicles,5248946,4317760
US-Mexico Border,03/01/2011 12:00:00 AM,Pedestrians,3635797,1890974
US-Mexico Border,03/01/2011 12:00:00 AM,Trucks,450390,443992
US-Mexico Border,03/01/2011 12:00:00 AM,Truck Containers Full,314814,305923
US-Mexico Border,03/01/2011 12:00:00 AM,Bus Passengers,239925,210489
US-Mexico Border,03/01/2011 12:00:00 AM,Truck Containers Empty,137985,110649
US-Mexico Border,03/01/2011 12:00:00 AM,Rail Containers Empty,36312,34506
US-Mexico Border,03/01/2011 12:00:00 AM,Rail Containers Full,30907,64638
US-Mexico Border,03/01/2011 12:00:00 AM,Buses,18183,13636
US-Mexico Border,03/01/2011 12:00:00 AM,Trains,710,1572
US-Mexico Border,03/01/2011 12:00:00 AM,Train Passengers,346,6883
US-Mexico Border,03/01/2010 12:00:00 AM,Personal Vehicle Passengers,10866347,9297762
US-Mexico Border,03/01/2010 12:00:00 AM,Personal Vehicles,5622198,4324970
US-Mexico Border,03/01/2010 12:00:00 AM,Pedestrians,3668053,1891698
US-Mexico Border,03/01/2010 12:00:00 AM,Trucks,437589,443649
US-Mexico Border,03/01/2010 12:00:00 AM,Truck Containers Full,300365,305366
US-Mexico Border,03/01/2010 12:00:00 AM,Bus Passengers,229882,210802
US-Mexico Border,03/01/2010 12:00:00 AM,Truck Containers Empty,139904,110501
US-Mexico Border,03/01/2010 12:00:00 AM,Rail Containers Empty,36341,34337
US-Mexico Border,03/01/2010 12:00:00 AM,Rail Containers Full,29394,64577
US-Mexico Border,03/01/2010 12:00:00 AM,Buses,19731,13632
US-Mexico Border,03/01/2010 12:00:00 AM,Trains,709,1574
US-Mexico Border,03/01/2010 12:00:00 AM,Train Passengers,314,6891
US-Mexico Border,03/01/2009 12:00:00 AM,Personal Vehicle Passengers,12037391,9320073
US-Mexico Border,03/01/2009 12:00:00 AM,Personal Vehicles,6030705,4330281
US-Mexico Border,03/01/2009 12:00:00 AM,Pedestrians,3701613,1892183
US-Mexico Border,03/01/2009 12:00:00 AM,Trucks,363836,444475
US-Mexico Border,03/01/2009 12:00:00 AM,Truck Containers Full,236095,305861
US-Mexico Border,03/01/2009 12:00:00 AM,Bus Passengers,216219,211254
US-Mexico Border,03/01/2009 12:00:00 AM,Truck Containers Empty,128497,110525
US-Mexico Border,03/01/2009 12:00:00 AM,Rail Containers Empty,29260,34257
US-Mexico Border,03/01/2009 12:00:00 AM,Rail Containers Full,20976,64780
US-Mexico Border,03/01/2009 12:00:00 AM,Buses,20050,13626
US-Mexico Border,03/01/2009 12:00:00 AM,Trains,708,1577
US-Mexico Border,03/01/2009 12:00:00 AM,Trains,708,1577
US-Mexico Border,03/01/2009 12:00:00 AM,Train Passengers,290,6918
US-Mexico Border,03/01/2009 12:00:00 AM,Train Passengers,290,6918
US-Mexico Border,03/01/2008 12:00:00 AM,Personal Vehicle Passengers,14209226,9318641
US-Mexico Border,03/01/2008 12:00:00 AM,Personal Vehicles,6894357,4326300
US-Mexico Border,03/01/2008 12:00:00 AM,Pedestrians,4101431,1889344
US-Mexico Border,03/01/2008 12:00:00 AM,Trucks,407802,444254
US-Mexico Border,03/01/2008 12:00:00 AM,Bus Passengers,313229,210126
US-Mexico Border,03/01/2008 12:00:00 AM,Truck Containers Full,258155,305373
US-Mexico Border,03/01/2008 12:00:00 AM,Truck Containers Empty,145937,110373
US-Mexico Border,03/01/2008 12:00:00 AM,Rail Containers Empty,37593,34111
US-Mexico Border,03/01/2008 12:00:00 AM,Rail Containers Full,29397,64618
US-Mexico Border,03/01/2008 12:00:00 AM,Buses,23070,13587
US-Mexico Border,03/01/2008 12:00:00 AM,Train Passengers,1545,6916
US-Mexico Border,03/01/2008 12:00:00 AM,Trains,872,1575
US-Mexico Border,03/01/2007 12:00:00 AM,Personal Vehicle Passengers,14669731,9315927
US-Mexico Border,03/01/2007 12:00:00 AM,Personal Vehicles,7282381,4319015
US-Mexico Border,03/01/2007 12:00:00 AM,Pedestrians,4133135,1886137
US-Mexico Border,03/01/2007 12:00:00 AM,Trucks,437841,443096
US-Mexico Border,03/01/2007 12:00:00 AM,Truck Containers Full,278342,304076
US-Mexico Border,03/01/2007 12:00:00 AM,Bus Passengers,272215,209429
US-Mexico Border,03/01/2007 12:00:00 AM,Truck Containers Empty,150614,110216
US-Mexico Border,03/01/2007 12:00:00 AM,Rail Containers Empty,38760,33969
US-Mexico Border,03/01/2007 12:00:00 AM,Rail Containers Full,32320,64371
US-Mexico Border,03/01/2007 12:00:00 AM,Buses,21880,13556
US-Mexico Border,03/01/2007 12:00:00 AM,Train Passengers,1817,6932
US-Mexico Border,03/01/2007 12:00:00 AM,Trains,951,1571
US-Mexico Border,03/01/2006 12:00:00 AM,Personal Vehicle Passengers,15811178,9298398
US-Mexico Border,03/01/2006 12:00:00 AM,Personal Vehicles,7876937,4305401
US-Mexico Border,03/01/2006 12:00:00 AM,Pedestrians,3889843,1884896
US-Mexico Border,03/01/2006 12:00:00 AM,Trucks,428671,441861
US-Mexico Border,03/01/2006 12:00:00 AM,Bus Passengers,284313,208509
US-Mexico Border,03/01/2006 12:00:00 AM,Truck Containers Full,283122,302300
US-Mexico Border,03/01/2006 12:00:00 AM,Truck Containers Empty,143420,110096
US-Mexico Border,03/01/2006 12:00:00 AM,Rail Containers Empty,35841,33864
US-Mexico Border,03/01/2006 12:00:00 AM,Rail Containers Full,34678,64054
US-Mexico Border,03/01/2006 12:00:00 AM,Buses,22077,13520
US-Mexico Border,03/01/2006 12:00:00 AM,Train Passengers,1921,6927
US-Mexico Border,03/01/2006 12:00:00 AM,Trains,886,1566
US-Mexico Border,03/01/2005 12:00:00 AM,Personal Vehicle Passengers,16467485,9275376
US-Mexico Border,03/01/2005 12:00:00 AM,Personal Vehicles,7931685,4290864
US-Mexico Border,03/01/2005 12:00:00 AM,Pedestrians,4527151,1878001
US-Mexico Border,03/01/2005 12:00:00 AM,Trucks,397724,440938
US-Mexico Border,03/01/2005 12:00:00 AM,Bus Passengers,325525,207223
US-Mexico Border,03/01/2005 12:00:00 AM,Truck Containers Full,255704,301011
US-Mexico Border,03/01/2005 12:00:00 AM,Truck Containers Empty,138427,110081
US-Mexico Border,03/01/2005 12:00:00 AM,Rail Containers Empty,33093,33818
US-Mexico Border,03/01/2005 12:00:00 AM,Rail Containers Full,28642,63772
US-Mexico Border,03/01/2005 12:00:00 AM,Buses,23260,13468
US-Mexico Border,03/01/2005 12:00:00 AM,Train Passengers,1564,6921
US-Mexico Border,03/01/2005 12:00:00 AM,Train Passengers,1564,6921
US-Mexico Border,03/01/2005 12:00:00 AM,Trains,762,1563
US-Mexico Border,03/01/2004 12:00:00 AM,Personal Vehicle Passengers,16218883,9253853
US-Mexico Border,03/01/2004 12:00:00 AM,Personal Vehicles,7891407,4276429
US-Mexico Border,03/01/2004 12:00:00 AM,Pedestrians,4464192,1871415
US-Mexico Border,03/01/2004 12:00:00 AM,Trucks,421153,439443
US-Mexico Border,03/01/2004 12:00:00 AM,Bus Passengers,295450,205810
US-Mexico Border,03/01/2004 12:00:00 AM,Truck Containers Full,268100,299307
US-Mexico Border,03/01/2004 12:00:00 AM,Truck Containers Empty,151427,109908
US-Mexico Border,03/01/2004 12:00:00 AM,Rail Containers Empty,32108,33760
US-Mexico Border,03/01/2004 12:00:00 AM,Rail Containers Full,25403,63511
US-Mexico Border,03/01/2004 12:00:00 AM,Rail Containers Full,25403,63511
US-Mexico Border,03/01/2004 12:00:00 AM,Buses,22994,13399
US-Mexico Border,03/01/2004 12:00:00 AM,Train Passengers,1160,6903
US-Mexico Border,03/01/2004 12:00:00 AM,Trains,690,1558
US-Mexico Border,03/01/2003 12:00:00 AM,Personal Vehicle Passengers,16105595,9233167
US-Mexico Border,03/01/2003 12:00:00 AM,Personal Vehicles,7374919,4266759
US-Mexico Border,03/01/2003 12:00:00 AM,Pedestrians,4415167,1864963
US-Mexico Border,03/01/2003 12:00:00 AM,Trucks,368711,438763
US-Mexico Border,03/01/2003 12:00:00 AM,Bus Passengers,315608,204224
US-Mexico Border,03/01/2003 12:00:00 AM,Truck Containers Full,229088,298204
US-Mexico Border,03/01/2003 12:00:00 AM,Truck Containers Empty,143756,109836
US-Mexico Border,03/01/2003 12:00:00 AM,Rail Containers Empty,28531,33758
US-Mexico Border,03/01/2003 12:00:00 AM,Buses,25251,13310
US-Mexico Border,03/01/2003 12:00:00 AM,Rail Containers Full,24245,63330
US-Mexico Border,03/01/2003 12:00:00 AM,Train Passengers,1050,6877
US-Mexico Border,03/01/2003 12:00:00 AM,Train Passengers,1050,6877
US-Mexico Border,03/01/2003 12:00:00 AM,Trains,618,1555
US-Mexico Border,03/01/2003 12:00:00 AM,Trains,618,1555
US-Mexico Border,03/01/2003 12:00:00 AM,Trains,618,1555
US-Mexico Border,03/01/2002 12:00:00 AM,Personal Vehicle Passengers,16891772,9197958
US-Mexico Border,03/01/2002 12:00:00 AM,Personal Vehicles,7549029,4252845
US-Mexico Border,03/01/2002 12:00:00 AM,Pedestrians,4487679,1857610
US-Mexico Border,03/01/2002 12:00:00 AM,Trucks,378634,438120
US-Mexico Border,03/01/2002 12:00:00 AM,Bus Passengers,371230,202158
US-Mexico Border,03/01/2002 12:00:00 AM,Truck Containers Full,215011,297309
US-Mexico Border,03/01/2002 12:00:00 AM,Truck Containers Empty,163988,109555
US-Mexico Border,03/01/2002 12:00:00 AM,Rail Containers Empty,30957,33759
US-Mexico Border,03/01/2002 12:00:00 AM,Buses,25760,13222
US-Mexico Border,03/01/2002 12:00:00 AM,Rail Containers Full,23691,63129
US-Mexico Border,03/01/2002 12:00:00 AM,Train Passengers,1696,6833
US-Mexico Border,03/01/2002 12:00:00 AM,Train Passengers,1696,6833
US-Mexico Border,03/01/2002 12:00:00 AM,Trains,646,1552
US-Mexico Border,03/01/2002 12:00:00 AM,Trains,646,1552
US-Mexico Border,03/01/2002 12:00:00 AM,Trains,646,1552
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,20926836,9114778
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicles,8242638,4229026
US-Mexico Border,03/01/2001 12:00:00 AM,Pedestrians,4999418,1845198
US-Mexico Border,03/01/2001 12:00:00 AM,Trucks,388393,437096
US-Mexico Border,03/01/2001 12:00:00 AM,Bus Passengers,288306,200164
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Full,223127,296326
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Empty,163252,109247
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Empty,27775,33753
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Full,24924,62932
US-Mexico Border,03/01/2001 12:00:00 AM,Buses,24861,13119
US-Mexico Border,03/01/2001 12:00:00 AM,Train Passengers,1672,6781
US-Mexico Border,03/01/2001 12:00:00 AM,Trains,638,1548
US-Mexico Border,03/01/2001 12:00:00 AM,Trains,638,1548
US-Mexico Border,03/01/2001 12:00:00 AM,Trains,638,1548
US-Mexico Border,03/01/2001 12:00:00 AM,Trains,638,1548
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,20547659,9025179
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicles,7790867,4207951
US-Mexico Border,03/01/2000 12:00:00 AM,Pedestrians,4198321,1840059
US-Mexico Border,03/01/2000 12:00:00 AM,Trucks,414412,435394
US-Mexico Border,03/01/2000 12:00:00 AM,Bus Passengers,238832,198997
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Full,215960,295206
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Empty,160582,109013
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Empty,27282,33805
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Full,24006,62862
US-Mexico Border,03/01/2000 12:00:00 AM,Buses,21760,13046
US-Mexico Border,03/01/2000 12:00:00 AM,Train Passengers,1222,6732
US-Mexico Border,03/01/2000 12:00:00 AM,Trains,580,1544
US-Mexico Border,03/01/2000 12:00:00 AM,Trains,580,1544
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,20813291,8936062
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicles,7693763,4188561
US-Mexico Border,03/01/1999 12:00:00 AM,Pedestrians,4631886,1830491
US-Mexico Border,03/01/1999 12:00:00 AM,Trucks,408162,434099
US-Mexico Border,03/01/1999 12:00:00 AM,Bus Passengers,317374,197488
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Full,219800,294041
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Empty,179422,108670
US-Mexico Border,03/01/1999 12:00:00 AM,Buses,24582,12957
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Empty,18940,33993
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Full,18701,62872
US-Mexico Border,03/01/1999 12:00:00 AM,Train Passengers,1768,6698
US-Mexico Border,03/01/1999 12:00:00 AM,Trains,521,1540
US-Mexico Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,19218997,8857459
US-Mexico Border,03/01/1998 12:00:00 AM,Personal Vehicles,7110640,4173517
US-Mexico Border,03/01/1998 12:00:00 AM,Pedestrians,4253971,1824284
US-Mexico Border,03/01/1998 12:00:00 AM,Trucks,353328,433707
US-Mexico Border,03/01/1998 12:00:00 AM,Bus Passengers,317780,195832
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Full,192910,294568
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Empty,162994,108679
US-Mexico Border,03/01/1998 12:00:00 AM,Buses,22234,12884
US-Mexico Border,03/01/1998 12:00:00 AM,Rail Containers Empty,15381,34294
US-Mexico Border,03/01/1998 12:00:00 AM,Rail Containers Full,13631,63343
US-Mexico Border,03/01/1998 12:00:00 AM,Train Passengers,1038,6656
US-Mexico Border,03/01/1998 12:00:00 AM,Trains,453,1537
US-Mexico Border,03/01/1997 12:00:00 AM,Personal Vehicle Passengers,18446115,8776378
US-Mexico Border,03/01/1997 12:00:00 AM,Personal Vehicles,6915435,4157171
US-Mexico Border,03/01/1997 12:00:00 AM,Pedestrians,4427815,1816114
US-Mexico Border,03/01/1997 12:00:00 AM,Trucks,291100,434669
US-Mexico Border,03/01/1997 12:00:00 AM,Bus Passengers,244898,194495
US-Mexico Border,03/01/1997 12:00:00 AM,Truck Containers Full,97623,298550
US-Mexico Border,03/01/1997 12:00:00 AM,Truck Containers Empty,79496,109904
US-Mexico Border,03/01/1997 12:00:00 AM,Buses,19618,12828
US-Mexico Border,03/01/1997 12:00:00 AM,Rail Containers Empty,8863,34792
US-Mexico Border,03/01/1997 12:00:00 AM,Rail Containers Full,5002,64317
US-Mexico Border,03/01/1997 12:00:00 AM,Train Passengers,926,6647
US-Mexico Border,03/01/1997 12:00:00 AM,Trains,560,1534
US-Mexico Border,03/01/1996 12:00:00 AM,Personal Vehicle Passengers,14932646,8731323
US-Mexico Border,03/01/1996 12:00:00 AM,Personal Vehicles,5565597,4154980
US-Mexico Border,03/01/1996 12:00:00 AM,Pedestrians,3487754,1817403
US-Mexico Border,03/01/1996 12:00:00 AM,Trucks,269872,436235
US-Mexico Border,03/01/1996 12:00:00 AM,Truck Containers Full,157276,301871
US-Mexico Border,03/01/1996 12:00:00 AM,Bus Passengers,150437,194801
US-Mexico Border,03/01/1996 12:00:00 AM,Truck Containers Empty,110272,110854
US-Mexico Border,03/01/1996 12:00:00 AM,Rail Containers Empty,14090,35239
US-Mexico Border,03/01/1996 12:00:00 AM,Rail Containers Full,13666,65169
US-Mexico Border,03/01/1996 12:00:00 AM,Buses,10711,12871
US-Mexico Border,03/01/1996 12:00:00 AM,Train Passengers,975,6642
US-Mexico Border,03/01/1996 12:00:00 AM,Trains,724,1530
US-Mexico Border,02/01/2019 12:00:00 AM,Personal Vehicle Passengers,10295407,8778026
US-Mexico Border,02/01/2019 12:00:00 AM,Personal Vehicles,5656319,4166885
US-Mexico Border,02/01/2019 12:00:00 AM,Pedestrians,3416106,1819602
US-Mexico Border,02/01/2019 12:00:00 AM,Trucks,512524,435492
US-Mexico Border,02/01/2019 12:00:00 AM,Truck Containers Full,375688,300854
US-Mexico Border,02/01/2019 12:00:00 AM,Truck Containers Empty,142612,110465
US-Mexico Border,02/01/2019 12:00:00 AM,Bus Passengers,125669,196803
US-Mexico Border,02/01/2019 12:00:00 AM,Rail Containers Empty,46374,35022
US-Mexico Border,02/01/2019 12:00:00 AM,Rail Containers Full,37029,64847
US-Mexico Border,02/01/2019 12:00:00 AM,Buses,11467,12983
US-Mexico Border,02/01/2019 12:00:00 AM,Trains,931,1536
US-Mexico Border,02/01/2019 12:00:00 AM,Train Passengers,816,6676
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,10888482,8817651
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicles,5903899,4175181
US-Mexico Border,02/01/2018 12:00:00 AM,Pedestrians,3526195,1820689
US-Mexico Border,02/01/2018 12:00:00 AM,Trucks,491399,434746
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Full,351568,300028
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Empty,136474,109953
US-Mexico Border,02/01/2018 12:00:00 AM,Bus Passengers,106763,198994
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Empty,41810,34702
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Full,39167,64347
US-Mexico Border,02/01/2018 12:00:00 AM,Buses,11504,13093
US-Mexico Border,02/01/2018 12:00:00 AM,Trains,827,1542
US-Mexico Border,02/01/2018 12:00:00 AM,Train Passengers,688,6721
US-Mexico Border,02/01/2017 12:00:00 AM,Personal Vehicle Passengers,10320154,8866948
US-Mexico Border,02/01/2017 12:00:00 AM,Personal Vehicles,5699768,4186140
US-Mexico Border,02/01/2017 12:00:00 AM,Pedestrians,3155207,1825951
US-Mexico Border,02/01/2017 12:00:00 AM,Trucks,469120,434152
US-Mexico Border,02/01/2017 12:00:00 AM,Truck Containers Full,329258,299422
US-Mexico Border,02/01/2017 12:00:00 AM,Truck Containers Empty,142165,109288
US-Mexico Border,02/01/2017 12:00:00 AM,Bus Passengers,106487,201253
US-Mexico Border,02/01/2017 12:00:00 AM,Rail Containers Empty,39107,34403
US-Mexico Border,02/01/2017 12:00:00 AM,Rail Containers Full,38475,63863
US-Mexico Border,02/01/2017 12:00:00 AM,Buses,12026,13200
US-Mexico Border,02/01/2017 12:00:00 AM,Trains,840,1547
US-Mexico Border,02/01/2017 12:00:00 AM,Trains,840,1547
US-Mexico Border,02/01/2017 12:00:00 AM,Train Passengers,821,6743
US-Mexico Border,02/01/2017 12:00:00 AM,Train Passengers,821,6743
US-Mexico Border,02/01/2016 12:00:00 AM,Personal Vehicle Passengers,10714957,8914724
US-Mexico Border,02/01/2016 12:00:00 AM,Personal Vehicles,5926084,4195023
US-Mexico Border,02/01/2016 12:00:00 AM,Pedestrians,3361237,1829117
US-Mexico Border,02/01/2016 12:00:00 AM,Trucks,468416,433279
US-Mexico Border,02/01/2016 12:00:00 AM,Truck Containers Full,330901,297907
US-Mexico Border,02/01/2016 12:00:00 AM,Bus Passengers,149311,203023
US-Mexico Border,02/01/2016 12:00:00 AM,Truck Containers Empty,133565,109117
US-Mexico Border,02/01/2016 12:00:00 AM,Rail Containers Full,41405,63351
US-Mexico Border,02/01/2016 12:00:00 AM,Rail Containers Empty,37174,34192
US-Mexico Border,02/01/2016 12:00:00 AM,Buses,13636,13286
US-Mexico Border,02/01/2016 12:00:00 AM,Train Passengers,916,6751
US-Mexico Border,02/01/2016 12:00:00 AM,Trains,831,1546
US-Mexico Border,02/01/2015 12:00:00 AM,Personal Vehicle Passengers,10020758,8969541
US-Mexico Border,02/01/2015 12:00:00 AM,Personal Vehicles,5609958,4206369
US-Mexico Border,02/01/2015 12:00:00 AM,Pedestrians,3207302,1834228
US-Mexico Border,02/01/2015 12:00:00 AM,Trucks,434241,433181
US-Mexico Border,02/01/2015 12:00:00 AM,Truck Containers Full,308734,297586
US-Mexico Border,02/01/2015 12:00:00 AM,Bus Passengers,158251,204668
US-Mexico Border,02/01/2015 12:00:00 AM,Truck Containers Empty,123725,109037
US-Mexico Border,02/01/2015 12:00:00 AM,Rail Containers Full,36563,62969
US-Mexico Border,02/01/2015 12:00:00 AM,Rail Containers Empty,35111,33910
US-Mexico Border,02/01/2015 12:00:00 AM,Buses,13742,13364
US-Mexico Border,02/01/2015 12:00:00 AM,Train Passengers,786,6760
US-Mexico Border,02/01/2015 12:00:00 AM,Trains,778,1546
US-Mexico Border,02/01/2014 12:00:00 AM,Personal Vehicle Passengers,9302310,9030515
US-Mexico Border,02/01/2014 12:00:00 AM,Personal Vehicles,5122080,4222366
US-Mexico Border,02/01/2014 12:00:00 AM,Pedestrians,3227472,1839342
US-Mexico Border,02/01/2014 12:00:00 AM,Trucks,422277,433173
US-Mexico Border,02/01/2014 12:00:00 AM,Truck Containers Full,302225,297115
US-Mexico Border,02/01/2014 12:00:00 AM,Bus Passengers,161349,206297
US-Mexico Border,02/01/2014 12:00:00 AM,Truck Containers Empty,122777,108876
US-Mexico Border,02/01/2014 12:00:00 AM,Rail Containers Full,36238,62635
US-Mexico Border,02/01/2014 12:00:00 AM,Rail Containers Empty,32305,33702
US-Mexico Border,02/01/2014 12:00:00 AM,Buses,14414,13440
US-Mexico Border,02/01/2014 12:00:00 AM,Trains,720,1549
US-Mexico Border,02/01/2014 12:00:00 AM,Trains,720,1549
US-Mexico Border,02/01/2014 12:00:00 AM,Train Passengers,703,6779
US-Mexico Border,02/01/2013 12:00:00 AM,Personal Vehicle Passengers,8767637,9097065
US-Mexico Border,02/01/2013 12:00:00 AM,Personal Vehicles,4958117,4238708
US-Mexico Border,02/01/2013 12:00:00 AM,Pedestrians,3249782,1844437
US-Mexico Border,02/01/2013 12:00:00 AM,Trucks,408669,433422
US-Mexico Border,02/01/2013 12:00:00 AM,Truck Containers Full,283766,297048
US-Mexico Border,02/01/2013 12:00:00 AM,Bus Passengers,188305,207607
US-Mexico Border,02/01/2013 12:00:00 AM,Truck Containers Empty,123374,108674
US-Mexico Border,02/01/2013 12:00:00 AM,Rail Containers Full,33885,62302
US-Mexico Border,02/01/2013 12:00:00 AM,Rail Containers Empty,29815,33495
US-Mexico Border,02/01/2013 12:00:00 AM,Buses,15579,13507
US-Mexico Border,02/01/2013 12:00:00 AM,Trains,700,1553
US-Mexico Border,02/01/2013 12:00:00 AM,Trains,700,1553
US-Mexico Border,02/01/2013 12:00:00 AM,Train Passengers,324,6811
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,8662060,9167922
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicles,4886864,4256326
US-Mexico Border,02/01/2012 12:00:00 AM,Pedestrians,3342384,1848526
US-Mexico Border,02/01/2012 12:00:00 AM,Trucks,417237,433403
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Full,288069,296663
US-Mexico Border,02/01/2012 12:00:00 AM,Bus Passengers,197001,208660
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Empty,128405,108539
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Empty,36125,33173
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Full,32788,62032
US-Mexico Border,02/01/2012 12:00:00 AM,Buses,16014,13560
US-Mexico Border,02/01/2012 12:00:00 AM,Trains,718,1555
US-Mexico Border,02/01/2012 12:00:00 AM,Train Passengers,278,6827
US-Mexico Border,02/01/2012 12:00:00 AM,Train Passengers,278,6827
US-Mexico Border,02/01/2011 12:00:00 AM,Personal Vehicle Passengers,8171180,9254973
US-Mexico Border,02/01/2011 12:00:00 AM,Personal Vehicles,4619191,4281749
US-Mexico Border,02/01/2011 12:00:00 AM,Pedestrians,3094367,1856088
US-Mexico Border,02/01/2011 12:00:00 AM,Trucks,375579,434327
US-Mexico Border,02/01/2011 12:00:00 AM,Truck Containers Full,258810,296957
US-Mexico Border,02/01/2011 12:00:00 AM,Bus Passengers,177045,210089
US-Mexico Border,02/01/2011 12:00:00 AM,Truck Containers Empty,115713,108683
US-Mexico Border,02/01/2011 12:00:00 AM,Rail Containers Empty,27250,33104
US-Mexico Border,02/01/2011 12:00:00 AM,Rail Containers Full,26899,62030
US-Mexico Border,02/01/2011 12:00:00 AM,Buses,15825,13620
US-Mexico Border,02/01/2011 12:00:00 AM,Trains,580,1563
US-Mexico Border,02/01/2011 12:00:00 AM,Trains,580,1563
US-Mexico Border,02/01/2011 12:00:00 AM,Train Passengers,276,6858
US-Mexico Border,02/01/2011 12:00:00 AM,Train Passengers,276,6858
US-Mexico Border,02/01/2011 12:00:00 AM,Train Passengers,276,6858
US-Mexico Border,02/01/2010 12:00:00 AM,Personal Vehicle Passengers,9822417,9325285
US-Mexico Border,02/01/2010 12:00:00 AM,Personal Vehicles,5048597,4304697
US-Mexico Border,02/01/2010 12:00:00 AM,Pedestrians,3083023,1864182
US-Mexico Border,02/01/2010 12:00:00 AM,Trucks,365684,435449
US-Mexico Border,02/01/2010 12:00:00 AM,Truck Containers Full,247019,297284
US-Mexico Border,02/01/2010 12:00:00 AM,Bus Passengers,159805,211695
