Border,Date,Measure,Value,Average
US-Canada Border,06/01/2012 12:00:00 AM,Buses,12065,14653
US-Canada Border,06/01/2012 12:00:00 AM,Trains,2379,1606
US-Canada Border,06/01/2011 12:00:00 AM,Personal Vehicle Passengers,5169270,9510604
US-Canada Border,06/01/2011 12:00:00 AM,Personal Vehicles,2831455,4473789
US-Canada Border,06/01/2011 12:00:00 AM,Trucks,486042,458370
US-Canada Border,06/01/2011 12:00:00 AM,Truck Containers Full,360852,321781
US-Canada Border,06/01/2011 12:00:00 AM,Bus Passengers,246356,240089
US-Canada Border,06/01/2011 12:00:00 AM,Truck Containers Empty,104479,114190
US-Canada Border,06/01/2011 12:00:00 AM,Rail Containers Full,100222,67597
US-Canada Border,06/01/2011 12:00:00 AM,Rail Containers Empty,52888,37138
US-Canada Border,06/01/2011 12:00:00 AM,Train Passengers,35937,8860
US-Canada Border,06/01/2011 12:00:00 AM,Pedestrians,33484,1886100
US-Canada Border,06/01/2011 12:00:00 AM,Buses,11846,14651
US-Canada Border,06/01/2011 12:00:00 AM,Trains,2219,1607
US-Canada Border,06/01/2010 12:00:00 AM,Personal Vehicle Passengers,4900372,9529875
US-Canada Border,06/01/2010 12:00:00 AM,Personal Vehicles,2524937,4478751
US-Canada Border,06/01/2010 12:00:00 AM,Trucks,492507,458353
US-Canada Border,06/01/2010 12:00:00 AM,Truck Containers Full,375122,321693
US-Canada Border,06/01/2010 12:00:00 AM,Bus Passengers,238559,240214
US-Canada Border,06/01/2010 12:00:00 AM,Truck Containers Empty,100694,114162
US-Canada Border,06/01/2010 12:00:00 AM,Rail Containers Full,95351,67623
US-Canada Border,06/01/2010 12:00:00 AM,Pedestrians,47250,1888168
US-Canada Border,06/01/2010 12:00:00 AM,Rail Containers Empty,45455,37120
US-Canada Border,06/01/2010 12:00:00 AM,Train Passengers,32824,8802
US-Canada Border,06/01/2010 12:00:00 AM,Buses,11991,14653
US-Canada Border,06/01/2010 12:00:00 AM,Trains,2153,1608
US-Canada Border,06/01/2009 12:00:00 AM,Personal Vehicle Passengers,4458610,9545307
US-Canada Border,06/01/2009 12:00:00 AM,Personal Vehicles,2251202,4484205
US-Canada Border,06/01/2009 12:00:00 AM,Trucks,418105,458661
US-Canada Border,06/01/2009 12:00:00 AM,Truck Containers Full,330793,321814
US-Canada Border,06/01/2009 12:00:00 AM,Bus Passengers,229736,240384
US-Canada Border,06/01/2009 12:00:00 AM,Truck Containers Empty,79713,114241
US-Canada Border,06/01/2009 12:00:00 AM,Rail Containers Full,79469,67726
US-Canada Border,06/01/2009 12:00:00 AM,Rail Containers Empty,39392,37128
US-Canada Border,06/01/2009 12:00:00 AM,Pedestrians,38328,1890337
US-Canada Border,06/01/2009 12:00:00 AM,Train Passengers,27878,8763
US-Canada Border,06/01/2009 12:00:00 AM,Buses,11387,14654
US-Canada Border,06/01/2009 12:00:00 AM,Trains,2053,1610
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,5228224,9554318
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicles,2670146,4486061
US-Canada Border,06/01/2008 12:00:00 AM,Trucks,518059,458806
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Full,420439,321799
US-Canada Border,06/01/2008 12:00:00 AM,Bus Passengers,346933,240202
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Full,104171,67785
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Empty,94830,114247
US-Canada Border,06/01/2008 12:00:00 AM,Pedestrians,55667,1892069
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Empty,47578,37129
US-Canada Border,06/01/2008 12:00:00 AM,Train Passengers,34564,8697
US-Canada Border,06/01/2008 12:00:00 AM,Buses,13811,14644
US-Canada Border,06/01/2008 12:00:00 AM,Trains,2556,1610
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,5376049,9556882
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicles,2704826,4485155
US-Canada Border,06/01/2007 12:00:00 AM,Trucks,551073,458580
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Full,461833,321496
US-Canada Border,06/01/2007 12:00:00 AM,Bus Passengers,381684,239567
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Full,112337,67762
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Empty,82256,114185
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Empty,45985,37100
US-Canada Border,06/01/2007 12:00:00 AM,Pedestrians,40587,1892653
US-Canada Border,06/01/2007 12:00:00 AM,Train Passengers,34247,8626
US-Canada Border,06/01/2007 12:00:00 AM,Buses,14099,14613
US-Canada Border,06/01/2007 12:00:00 AM,Trains,2469,1610
US-Canada Border,06/01/2006 12:00:00 AM,Personal Vehicle Passengers,5759598,9557920
US-Canada Border,06/01/2006 12:00:00 AM,Personal Vehicles,2720538,4483879
US-Canada Border,06/01/2006 12:00:00 AM,Trucks,582843,458272
US-Canada Border,06/01/2006 12:00:00 AM,Truck Containers Full,488529,321048
US-Canada Border,06/01/2006 12:00:00 AM,Bus Passengers,284032,239187
US-Canada Border,06/01/2006 12:00:00 AM,Rail Containers Full,118525,67699
US-Canada Border,06/01/2006 12:00:00 AM,Truck Containers Empty,89573,114172
US-Canada Border,06/01/2006 12:00:00 AM,Rail Containers Empty,43781,37081
US-Canada Border,06/01/2006 12:00:00 AM,Pedestrians,34172,1890429
US-Canada Border,06/01/2006 12:00:00 AM,Train Passengers,33429,8558
US-Canada Border,06/01/2006 12:00:00 AM,Buses,11425,14597
US-Canada Border,06/01/2006 12:00:00 AM,Trains,2754,1609
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,5680322,9554384
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicles,2768514,4480102
US-Canada Border,06/01/2005 12:00:00 AM,Trucks,599366,457886
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Full,516939,320510
US-Canada Border,06/01/2005 12:00:00 AM,Bus Passengers,377301,238619
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Full,115867,67646
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Empty,82825,114186
US-Canada Border,06/01/2005 12:00:00 AM,Pedestrians,46147,1890895
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Empty,41533,37073
US-Canada Border,06/01/2005 12:00:00 AM,Train Passengers,29985,8501
US-Canada Border,06/01/2005 12:00:00 AM,Buses,15819,14567
US-Canada Border,06/01/2005 12:00:00 AM,Trains,2543,1608
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,5754678,9547168
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicles,2806868,4474552
US-Canada Border,06/01/2004 12:00:00 AM,Trucks,621375,457465
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Full,520658,319959
US-Canada Border,06/01/2004 12:00:00 AM,Bus Passengers,420414,237734
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Full,127779,67564
US-Canada Border,06/01/2004 12:00:00 AM,Pedestrians,113083,1890747
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Empty,83167,114221
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Empty,40716,37090
US-Canada Border,06/01/2004 12:00:00 AM,Buses,17439,14528
US-Canada Border,06/01/2004 12:00:00 AM,Train Passengers,16285,8498
US-Canada Border,06/01/2004 12:00:00 AM,Trains,2832,1606
US-Canada Border,06/01/2003 12:00:00 AM,Personal Vehicle Passengers,5732197,9538893
US-Canada Border,06/01/2003 12:00:00 AM,Personal Vehicles,2748647,4469598
US-Canada Border,06/01/2003 12:00:00 AM,Trucks,569033,457300
US-Canada Border,06/01/2003 12:00:00 AM,Truck Containers Full,474850,319644
US-Canada Border,06/01/2003 12:00:00 AM,Bus Passengers,369731,237093
US-Canada Border,06/01/2003 12:00:00 AM,Pedestrians,110613,1890232
US-Canada Border,06/01/2003 12:00:00 AM,Rail Containers Full,109491,67553
US-Canada Border,06/01/2003 12:00:00 AM,Truck Containers Empty,76182,114262
US-Canada Border,06/01/2003 12:00:00 AM,Rail Containers Empty,38258,37118
US-Canada Border,06/01/2003 12:00:00 AM,Train Passengers,26080,8458
US-Canada Border,06/01/2003 12:00:00 AM,Buses,15830,14496
US-Canada Border,06/01/2003 12:00:00 AM,Trains,2803,1605
US-Canada Border,06/01/2002 12:00:00 AM,Personal Vehicle Passengers,6293288,9525319
US-Canada Border,06/01/2002 12:00:00 AM,Personal Vehicles,2930569,4464037
US-Canada Border,06/01/2002 12:00:00 AM,Trucks,577980,457225
US-Canada Border,06/01/2002 12:00:00 AM,Truck Containers Full,487862,319386
US-Canada Border,06/01/2002 12:00:00 AM,Bus Passengers,428995,236001
US-Canada Border,06/01/2002 12:00:00 AM,Rail Containers Full,110746,67552
US-Canada Border,06/01/2002 12:00:00 AM,Pedestrians,102602,1889457
US-Canada Border,06/01/2002 12:00:00 AM,Truck Containers Empty,82224,114291
US-Canada Border,06/01/2002 12:00:00 AM,Rail Containers Empty,39241,37161
US-Canada Border,06/01/2002 12:00:00 AM,Train Passengers,29622,8404
US-Canada Border,06/01/2002 12:00:00 AM,Buses,16820,14431
US-Canada Border,06/01/2002 12:00:00 AM,Trains,2646,1605
US-Canada Border,06/01/2002 12:00:00 AM,Trains,2646,1605
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,7279995,9506568
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicles,3403191,4456545
US-Canada Border,06/01/2001 12:00:00 AM,Trucks,585144,457106
US-Canada Border,06/01/2001 12:00:00 AM,Bus Passengers,507553,234579
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Full,505788,319080
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Full,105921,67575
US-Canada Border,06/01/2001 12:00:00 AM,Pedestrians,96861,1888186
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Empty,86350,114247
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Empty,36753,37205
US-Canada Border,06/01/2001 12:00:00 AM,Train Passengers,26750,8360
US-Canada Border,06/01/2001 12:00:00 AM,Buses,18843,14374
US-Canada Border,06/01/2001 12:00:00 AM,Trains,2823,1604
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,8378207,9480613
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicles,3270220,4447565
US-Canada Border,06/01/2000 12:00:00 AM,Trucks,613340,456865
US-Canada Border,06/01/2000 12:00:00 AM,Bus Passengers,548269,233116
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Full,494281,318846
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Full,99322,67617
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Empty,91651,114153
US-Canada Border,06/01/2000 12:00:00 AM,Pedestrians,74429,1885792
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Empty,32716,37280
US-Canada Border,06/01/2000 12:00:00 AM,Train Passengers,28451,8306
US-Canada Border,06/01/2000 12:00:00 AM,Buses,20314,14316
US-Canada Border,06/01/2000 12:00:00 AM,Trains,2757,1603
US-Canada Border,06/01/1999 12:00:00 AM,Personal Vehicle Passengers,8328156,9450986
US-Canada Border,06/01/1999 12:00:00 AM,Personal Vehicles,3414833,4438262
US-Canada Border,06/01/1999 12:00:00 AM,Trucks,596134,456533
US-Canada Border,06/01/1999 12:00:00 AM,Bus Passengers,475393,230154
US-Canada Border,06/01/1999 12:00:00 AM,Truck Containers Full,464862,318686
US-Canada Border,06/01/1999 12:00:00 AM,Rail Containers Full,86361,67718
US-Canada Border,06/01/1999 12:00:00 AM,Pedestrians,84100,1885358
US-Canada Border,06/01/1999 12:00:00 AM,Truck Containers Empty,74513,114106
US-Canada Border,06/01/1999 12:00:00 AM,Rail Containers Empty,28958,37364
US-Canada Border,06/01/1999 12:00:00 AM,Train Passengers,25423,8261
US-Canada Border,06/01/1999 12:00:00 AM,Buses,19285,14259
US-Canada Border,06/01/1999 12:00:00 AM,Trains,2756,1602
US-Canada Border,06/01/1998 12:00:00 AM,Personal Vehicle Passengers,7938073,9413166
US-Canada Border,06/01/1998 12:00:00 AM,Personal Vehicles,3268398,4430526
US-Canada Border,06/01/1998 12:00:00 AM,Trucks,539513,456507
US-Canada Border,06/01/1998 12:00:00 AM,Bus Passengers,434358,228990
US-Canada Border,06/01/1998 12:00:00 AM,Truck Containers Full,326411,319122
US-Canada Border,06/01/1998 12:00:00 AM,Pedestrians,74913,1885239
US-Canada Border,06/01/1998 12:00:00 AM,Rail Containers Full,71913,67896
US-Canada Border,06/01/1998 12:00:00 AM,Truck Containers Empty,55258,114146
US-Canada Border,06/01/1998 12:00:00 AM,Train Passengers,25519,8218
US-Canada Border,06/01/1998 12:00:00 AM,Rail Containers Empty,24742,37472
US-Canada Border,06/01/1998 12:00:00 AM,Buses,18810,14197
US-Canada Border,06/01/1998 12:00:00 AM,Trains,2722,1602
US-Canada Border,06/01/1997 12:00:00 AM,Personal Vehicle Passengers,8648522,9377483
US-Canada Border,06/01/1997 12:00:00 AM,Personal Vehicles,3555250,4423621
US-Canada Border,06/01/1997 12:00:00 AM,Trucks,500868,456807
US-Canada Border,06/01/1997 12:00:00 AM,Bus Passengers,419344,227833
US-Canada Border,06/01/1997 12:00:00 AM,Truck Containers Full,116597,320586
US-Canada Border,06/01/1997 12:00:00 AM,Pedestrians,41707,1886430
US-Canada Border,06/01/1997 12:00:00 AM,Rail Containers Full,29297,68269
US-Canada Border,06/01/1997 12:00:00 AM,Truck Containers Empty,26502,114418
US-Canada Border,06/01/1997 12:00:00 AM,Train Passengers,23581,8184
US-Canada Border,06/01/1997 12:00:00 AM,Buses,17852,14151
US-Canada Border,06/01/1997 12:00:00 AM,Rail Containers Empty,15243,37641
US-Canada Border,06/01/1997 12:00:00 AM,Trains,2869,1601
US-Canada Border,06/01/1996 12:00:00 AM,Personal Vehicle Passengers,9826869,9336894
US-Canada Border,06/01/1996 12:00:00 AM,Personal Vehicles,3787292,4415772
US-Canada Border,06/01/1996 12:00:00 AM,Trucks,454740,457441
US-Canada Border,06/01/1996 12:00:00 AM,Bus Passengers,426751,226998
US-Canada Border,06/01/1996 12:00:00 AM,Truck Containers Full,101853,322210
US-Canada Border,06/01/1996 12:00:00 AM,Pedestrians,44493,1887368
US-Canada Border,06/01/1996 12:00:00 AM,Rail Containers Full,26452,68666
US-Canada Border,06/01/1996 12:00:00 AM,Train Passengers,22934,8153
US-Canada Border,06/01/1996 12:00:00 AM,Buses,17981,14116
US-Canada Border,06/01/1996 12:00:00 AM,Truck Containers Empty,15566,114791
US-Canada Border,06/01/1996 12:00:00 AM,Rail Containers Empty,10364,37845
US-Canada Border,06/01/1996 12:00:00 AM,Trains,2541,1601
US-Canada Border,05/01/2019 12:00:00 AM,Personal Vehicle Passengers,4209007,9337567
US-Canada Border,05/01/2019 12:00:00 AM,Personal Vehicles,2301064,4421031
US-Canada Border,05/01/2019 12:00:00 AM,Trucks,507425,458045
US-Canada Border,05/01/2019 12:00:00 AM,Truck Containers Full,385497,322715
US-Canada Border,05/01/2019 12:00:00 AM,Bus Passengers,190178,227504
US-Canada Border,05/01/2019 12:00:00 AM,Rail Containers Full,159963,68532
US-Canada Border,05/01/2019 12:00:00 AM,Truck Containers Empty,133736,114699
US-Canada Border,05/01/2019 12:00:00 AM,Rail Containers Empty,61553,37862
US-Canada Border,05/01/2019 12:00:00 AM,Pedestrians,50586,1891555
US-Canada Border,05/01/2019 12:00:00 AM,Train Passengers,30038,8092
US-Canada Border,05/01/2019 12:00:00 AM,Buses,8174,14158
US-Canada Border,05/01/2019 12:00:00 AM,Trains,2090,1603
US-Canada Border,05/01/2018 12:00:00 AM,Personal Vehicle Passengers,4365709,9350850
US-Canada Border,05/01/2018 12:00:00 AM,Personal Vehicles,2378868,4422618
US-Canada Border,05/01/2018 12:00:00 AM,Trucks,524191,457265
US-Canada Border,05/01/2018 12:00:00 AM,Truck Containers Full,393302,321941
US-Canada Border,05/01/2018 12:00:00 AM,Bus Passengers,197790,227861
US-Canada Border,05/01/2018 12:00:00 AM,Rail Containers Full,152582,68277
US-Canada Border,05/01/2018 12:00:00 AM,Truck Containers Empty,142900,114442
US-Canada Border,05/01/2018 12:00:00 AM,Rail Containers Empty,70644,37662
US-Canada Border,05/01/2018 12:00:00 AM,Pedestrians,44519,1889843
US-Canada Border,05/01/2018 12:00:00 AM,Train Passengers,26599,8044
US-Canada Border,05/01/2018 12:00:00 AM,Buses,8291,14190
US-Canada Border,05/01/2018 12:00:00 AM,Trains,2094,1604
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,3907196,9360931
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicles,2216491,4422215
US-Canada Border,05/01/2017 12:00:00 AM,Trucks,527854,456521
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Full,497746,320825
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Empty,196574,113940
US-Canada Border,05/01/2017 12:00:00 AM,Bus Passengers,194863,228510
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Full,145485,68061
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Empty,68963,37461
US-Canada Border,05/01/2017 12:00:00 AM,Pedestrians,35628,1889388
US-Canada Border,05/01/2017 12:00:00 AM,Train Passengers,28535,7988
US-Canada Border,05/01/2017 12:00:00 AM,Buses,9078,14216
US-Canada Border,05/01/2017 12:00:00 AM,Trains,1947,1605
US-Canada Border,05/01/2016 12:00:00 AM,Personal Vehicle Passengers,4179571,9371463
US-Canada Border,05/01/2016 12:00:00 AM,Personal Vehicles,2334818,4421884
US-Canada Border,05/01/2016 12:00:00 AM,Trucks,507631,456004
US-Canada Border,05/01/2016 12:00:00 AM,Truck Containers Full,423092,319724
US-Canada Border,05/01/2016 12:00:00 AM,Bus Passengers,211733,228985
US-Canada Border,05/01/2016 12:00:00 AM,Rail Containers Full,129560,67899
US-Canada Border,05/01/2016 12:00:00 AM,Truck Containers Empty,109408,113562
US-Canada Border,05/01/2016 12:00:00 AM,Rail Containers Empty,58135,37329
US-Canada Border,05/01/2016 12:00:00 AM,Pedestrians,40201,1890232
US-Canada Border,05/01/2016 12:00:00 AM,Train Passengers,27583,7934
US-Canada Border,05/01/2016 12:00:00 AM,Buses,9478,14239
US-Canada Border,05/01/2016 12:00:00 AM,Trains,2475,1604
US-Canada Border,05/01/2015 12:00:00 AM,Personal Vehicle Passengers,4612136,9380902
US-Canada Border,05/01/2015 12:00:00 AM,Personal Vehicles,2547836,4421042
US-Canada Border,05/01/2015 12:00:00 AM,Trucks,483697,455687
US-Canada Border,05/01/2015 12:00:00 AM,Truck Containers Full,396596,319206
US-Canada Border,05/01/2015 12:00:00 AM,Bus Passengers,220010,229139
US-Canada Border,05/01/2015 12:00:00 AM,Rail Containers Full,138071,67695
US-Canada Border,05/01/2015 12:00:00 AM,Truck Containers Empty,115694,113447
US-Canada Border,05/01/2015 12:00:00 AM,Rail Containers Empty,66817,37191
US-Canada Border,05/01/2015 12:00:00 AM,Pedestrians,43208,1890896
US-Canada Border,05/01/2015 12:00:00 AM,Train Passengers,27844,7877
US-Canada Border,05/01/2015 12:00:00 AM,Buses,10339,14251
US-Canada Border,05/01/2015 12:00:00 AM,Buses,10339,14251
US-Canada Border,05/01/2015 12:00:00 AM,Trains,2658,1603
US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,5121265,9388977
US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicles,2800323,4420020
US-Canada Border,05/01/2014 12:00:00 AM,Trucks,503633,455423
US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,379717,318850
US-Canada Border,05/01/2014 12:00:00 AM,Bus Passengers,270619,229074
US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Full,139574,67490
US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Empty,121062,113360
US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Empty,73214,37021
US-Canada Border,05/01/2014 12:00:00 AM,Pedestrians,39591,1892153
US-Canada Border,05/01/2014 12:00:00 AM,Train Passengers,26823,7825
US-Canada Border,05/01/2014 12:00:00 AM,Buses,10919,14255
US-Canada Border,05/01/2014 12:00:00 AM,Trains,2643,1601
US-Canada Border,05/01/2013 12:00:00 AM,Personal Vehicle Passengers,5144359,9401668
US-Canada Border,05/01/2013 12:00:00 AM,Personal Vehicles,2860420,4420329
US-Canada Border,05/01/2013 12:00:00 AM,Trucks,495376,455164
US-Canada Border,05/01/2013 12:00:00 AM,Truck Containers Full,348887,318616
US-Canada Border,05/01/2013 12:00:00 AM,Bus Passengers,251514,228888
US-Canada Border,05/01/2013 12:00:00 AM,Rail Containers Full,126913,67334
US-Canada Border,05/01/2013 12:00:00 AM,Truck Containers Empty,123881,113246
US-Canada Border,05/01/2013 12:00:00 AM,Rail Containers Empty,65924,36888
US-Canada Border,05/01/2013 12:00:00 AM,Pedestrians,40091,1893289
US-Canada Border,05/01/2013 12:00:00 AM,Train Passengers,27490,7769
US-Canada Border,05/01/2013 12:00:00 AM,Buses,10706,14255
US-Canada Border,05/01/2013 12:00:00 AM,Trains,2696,1600
US-Canada Border,05/01/2012 12:00:00 AM,Personal Vehicle Passengers,5048697,9417937
US-Canada Border,05/01/2012 12:00:00 AM,Personal Vehicles,2779147,4422635
US-Canada Border,05/01/2012 12:00:00 AM,Trucks,505616,454907
US-Canada Border,05/01/2012 12:00:00 AM,Truck Containers Full,376336,318312
US-Canada Border,05/01/2012 12:00:00 AM,Bus Passengers,256879,228767
US-Canada Border,05/01/2012 12:00:00 AM,Rail Containers Full,112210,67269
US-Canada Border,05/01/2012 12:00:00 AM,Truck Containers Empty,112198,113141
US-Canada Border,05/01/2012 12:00:00 AM,Rail Containers Empty,59768,36811
US-Canada Border,05/01/2012 12:00:00 AM,Pedestrians,39073,1895114
US-Canada Border,05/01/2012 12:00:00 AM,Train Passengers,26609,7718
US-Canada Border,05/01/2012 12:00:00 AM,Buses,11022,14255
US-Canada Border,05/01/2012 12:00:00 AM,Trains,2274,1600
US-Canada Border,05/01/2011 12:00:00 AM,Personal Vehicle Passengers,4875403,9438134
US-Canada Border,05/01/2011 12:00:00 AM,Personal Vehicles,2662854,4426738
US-Canada Border,05/01/2011 12:00:00 AM,Trucks,481860,454762
US-Canada Border,05/01/2011 12:00:00 AM,Truck Containers Full,355369,318129
US-Canada Border,05/01/2011 12:00:00 AM,Bus Passengers,256246,228669
US-Canada Border,05/01/2011 12:00:00 AM,Rail Containers Full,107994,67237
US-Canada Border,05/01/2011 12:00:00 AM,Truck Containers Empty,98289,113109
US-Canada Border,05/01/2011 12:00:00 AM,Rail Containers Empty,55148,36714
US-Canada Border,05/01/2011 12:00:00 AM,Pedestrians,29349,1896634
US-Canada Border,05/01/2011 12:00:00 AM,Pedestrians,29349,1896634
US-Canada Border,05/01/2011 12:00:00 AM,Train Passengers,26800,7665
US-Canada Border,05/01/2011 12:00:00 AM,Buses,11562,14252
US-Canada Border,05/01/2011 12:00:00 AM,Trains,2240,1601
US-Canada Border,05/01/2011 12:00:00 AM,Trains,2240,1601
US-Canada Border,05/01/2010 12:00:00 AM,Personal Vehicle Passengers,4692168,9460051
US-Canada Border,05/01/2010 12:00:00 AM,Personal Vehicles,2401852,4432373
US-Canada Border,05/01/2010 12:00:00 AM,Trucks,469528,454817
US-Canada Border,05/01/2010 12:00:00 AM,Truck Containers Full,365603,318031
US-Canada Border,05/01/2010 12:00:00 AM,Bus Passengers,255618,228612
US-Canada Border,05/01/2010 12:00:00 AM,Rail Containers Full,101286,67243
US-Canada Border,05/01/2010 12:00:00 AM,Truck Containers Empty,97029,113119
US-Canada Border,05/01/2010 12:00:00 AM,Rail Containers Empty,49373,36659
US-Canada Border,05/01/2010 12:00:00 AM,Pedestrians,35087,1898614
US-Canada Border,05/01/2010 12:00:00 AM,Train Passengers,24297,7623
US-Canada Border,05/01/2010 12:00:00 AM,Buses,11679,14245
US-Canada Border,05/01/2010 12:00:00 AM,Trains,2435,1602
US-Canada Border,05/01/2009 12:00:00 AM,Personal Vehicle Passengers,4670174,9475403
US-Canada Border,05/01/2009 12:00:00 AM,Personal Vehicles,2346355,4437052
US-Canada Border,05/01/2009 12:00:00 AM,Trucks,396308,455306
US-Canada Border,05/01/2009 12:00:00 AM,Truck Containers Full,309367,318242
US-Canada Border,05/01/2009 12:00:00 AM,Bus Passengers,277709,228491
US-Canada Border,05/01/2009 12:00:00 AM,Rail Containers Full,80160,67368
US-Canada Border,05/01/2009 12:00:00 AM,Truck Containers Empty,79869,113221
US-Canada Border,05/01/2009 12:00:00 AM,Rail Containers Empty,40331,36654
US-Canada Border,05/01/2009 12:00:00 AM,Pedestrians,37133,1899789
US-Canada Border,05/01/2009 12:00:00 AM,Train Passengers,18241,7608
US-Canada Border,05/01/2009 12:00:00 AM,Buses,11920,14241
US-Canada Border,05/01/2009 12:00:00 AM,Trains,1969,1604
US-Canada Border,05/01/2009 12:00:00 AM,Trains,1969,1604
US-Canada Border,05/01/2008 12:00:00 AM,Personal Vehicle Passengers,5216129,9484141
US-Canada Border,05/01/2008 12:00:00 AM,Personal Vehicles,2560128,4438709
US-Canada Border,05/01/2008 12:00:00 AM,Trucks,516173,455549
US-Canada Border,05/01/2008 12:00:00 AM,Truck Containers Full,415365,318257
US-Canada Border,05/01/2008 12:00:00 AM,Bus Passengers,355655,228131
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Full,117068,67366
US-Canada Border,05/01/2008 12:00:00 AM,Truck Containers Empty,94066,113270
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Empty,53272,36631
US-Canada Border,05/01/2008 12:00:00 AM,Pedestrians,47220,1901146
US-Canada Border,05/01/2008 12:00:00 AM,Train Passengers,22373,7574
US-Canada Border,05/01/2008 12:00:00 AM,Buses,12775,14228
US-Canada Border,05/01/2008 12:00:00 AM,Trains,2702,1604
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,5316722,9485438
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicles,2487147,4437280
US-Canada Border,05/01/2007 12:00:00 AM,Trucks,592961,455006
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Full,483402,317691
US-Canada Border,05/01/2007 12:00:00 AM,Bus Passengers,393720,226914
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Full,113921,67328
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Empty,81495,113220
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Empty,47495,36564
US-Canada Border,05/01/2007 12:00:00 AM,Pedestrians,44870,1900558
US-Canada Border,05/01/2007 12:00:00 AM,Train Passengers,24359,7525
US-Canada Border,05/01/2007 12:00:00 AM,Buses,13803,14187
US-Canada Border,05/01/2007 12:00:00 AM,Trains,2708,1602
US-Canada Border,05/01/2006 12:00:00 AM,Personal Vehicle Passengers,5380492,9481656
US-Canada Border,05/01/2006 12:00:00 AM,Personal Vehicles,2602915,4433201
US-Canada Border,05/01/2006 12:00:00 AM,Trucks,605389,454374
US-Canada Border,05/01/2006 12:00:00 AM,Truck Containers Full,521530,316943
US-Canada Border,05/01/2006 12:00:00 AM,Bus Passengers,359999,226177
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Full,120126,67235
US-Canada Border,05/01/2006 12:00:00 AM,Truck Containers Empty,85111,113123
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Empty,42617,36528
US-Canada Border,05/01/2006 12:00:00 AM,Pedestrians,28750,1899426
US-Canada Border,05/01/2006 12:00:00 AM,Train Passengers,23683,7476
