Border,Date,Measure,Value,Average
US-Canada Border,08/01/2013 12:00:00 AM,Pedestrians,75318,1877692
US-Canada Border,08/01/2013 12:00:00 AM,Rail Containers Empty,68120,37557
US-Canada Border,08/01/2013 12:00:00 AM,Train Passengers,42588,11774
US-Canada Border,08/01/2013 12:00:00 AM,Buses,12400,15431
US-Canada Border,08/01/2013 12:00:00 AM,Trains,2472,1610
US-Canada Border,08/01/2012 12:00:00 AM,Personal Vehicle Passengers,7593334,9875796
US-Canada Border,08/01/2012 12:00:00 AM,Personal Vehicles,3677389,4609295
US-Canada Border,08/01/2012 12:00:00 AM,Trucks,497866,457404
US-Canada Border,08/01/2012 12:00:00 AM,Truck Containers Full,335555,320161
US-Canada Border,08/01/2012 12:00:00 AM,Bus Passengers,301059,261000
US-Canada Border,08/01/2012 12:00:00 AM,Truck Containers Empty,129220,115162
US-Canada Border,08/01/2012 12:00:00 AM,Rail Containers Full,121787,67705
US-Canada Border,08/01/2012 12:00:00 AM,Pedestrians,67652,1878224
US-Canada Border,08/01/2012 12:00:00 AM,Rail Containers Empty,62271,37502
US-Canada Border,08/01/2012 12:00:00 AM,Train Passengers,43280,11720
US-Canada Border,08/01/2012 12:00:00 AM,Buses,12710,15430
US-Canada Border,08/01/2012 12:00:00 AM,Trains,2476,1610
US-Canada Border,08/01/2011 12:00:00 AM,Personal Vehicle Passengers,7026785,9883824
US-Canada Border,08/01/2011 12:00:00 AM,Personal Vehicles,3437038,4610535
US-Canada Border,08/01/2011 12:00:00 AM,Trucks,463168,457429
US-Canada Border,08/01/2011 12:00:00 AM,Truck Containers Full,355280,320140
US-Canada Border,08/01/2011 12:00:00 AM,Bus Passengers,278337,260880
US-Canada Border,08/01/2011 12:00:00 AM,Rail Containers Full,105914,67689
US-Canada Border,08/01/2011 12:00:00 AM,Truck Containers Empty,102171,115100
US-Canada Border,08/01/2011 12:00:00 AM,Pedestrians,74700,1879240
US-Canada Border,08/01/2011 12:00:00 AM,Rail Containers Empty,57673,37457
US-Canada Border,08/01/2011 12:00:00 AM,Train Passengers,45368,11659
US-Canada Border,08/01/2011 12:00:00 AM,Buses,12666,15428
US-Canada Border,08/01/2011 12:00:00 AM,Trains,2404,1610
US-Canada Border,08/01/2010 12:00:00 AM,Personal Vehicle Passengers,6790443,9893342
US-Canada Border,08/01/2010 12:00:00 AM,Personal Vehicles,3198905,4612741
US-Canada Border,08/01/2010 12:00:00 AM,Trucks,480133,457536
US-Canada Border,08/01/2010 12:00:00 AM,Truck Containers Full,367041,320121
US-Canada Border,08/01/2010 12:00:00 AM,Bus Passengers,279185,260840
US-Canada Border,08/01/2010 12:00:00 AM,Rail Containers Full,105803,67688
US-Canada Border,08/01/2010 12:00:00 AM,Truck Containers Empty,102053,115071
US-Canada Border,08/01/2010 12:00:00 AM,Pedestrians,56024,1880546
US-Canada Border,08/01/2010 12:00:00 AM,Rail Containers Empty,50032,37429
US-Canada Border,08/01/2010 12:00:00 AM,Train Passengers,41797,11608
US-Canada Border,08/01/2010 12:00:00 AM,Buses,12518,15432
US-Canada Border,08/01/2010 12:00:00 AM,Trains,2250,1610
US-Canada Border,08/01/2009 12:00:00 AM,Personal Vehicle Passengers,6592286,9899519
US-Canada Border,08/01/2009 12:00:00 AM,Personal Vehicles,3033095,4614968
US-Canada Border,08/01/2009 12:00:00 AM,Trucks,435764,457740
US-Canada Border,08/01/2009 12:00:00 AM,Truck Containers Full,340909,320214
US-Canada Border,08/01/2009 12:00:00 AM,Bus Passengers,286052,260727
US-Canada Border,08/01/2009 12:00:00 AM,Truck Containers Empty,93685,115078
US-Canada Border,08/01/2009 12:00:00 AM,Rail Containers Full,87359,67741
US-Canada Border,08/01/2009 12:00:00 AM,Pedestrians,50073,1881787
US-Canada Border,08/01/2009 12:00:00 AM,Rail Containers Empty,45902,37421
US-Canada Border,08/01/2009 12:00:00 AM,Train Passengers,35353,11574
US-Canada Border,08/01/2009 12:00:00 AM,Buses,12823,15428
US-Canada Border,08/01/2009 12:00:00 AM,Trains,2064,1612
US-Canada Border,08/01/2008 12:00:00 AM,Personal Vehicle Passengers,7224613,9899262
US-Canada Border,08/01/2008 12:00:00 AM,Personal Vehicles,3330187,4614406
US-Canada Border,08/01/2008 12:00:00 AM,Trucks,486457,457952
US-Canada Border,08/01/2008 12:00:00 AM,Truck Containers Full,385486,320311
US-Canada Border,08/01/2008 12:00:00 AM,Bus Passengers,365139,260516
